name,section,name_desc
string_to_flags,3,"Stat flags parsing and printing functions"
dwarf_init,3,"allocate a DWARF debug descriptor"
pcap_dump_flush,3,"flush to a savefile packets dumped"
__UNCONST,3,"compile time cast-away macro"
elf32_getphdr,3,"retrieve an ELF program header table"
tcgetpgrp,3,"get foreground process group ID"
krb5_parse_name,3,"string to principal conversion"
pam_close_session,3,"close an existing user session"
dwarf_formudata,3,"return the value of a CONSTANT class attribute"
openpam,3,"Pluggable Authentication Modules Library"
pam_authenticate,3,"perform authentication within the PAM framework"
stpcpy,3,"copy strings"
usleep,3,"suspend execution for interval of microseconds"
DH_generate_key,3,"perform Diffie-Hellman key exchange"
tempnam,3,"temporary file routines"
sigrelse,3,"manipulate current signal mask"
dwarf_hasattr,3,"check for the presence of an attribute"
CW,3,"CONF_modules_free, CONF_modules_finish, CONF_modules_unload -  OpenSSL configuration cleanup functions R"
kvm,3,"kernel memory interface"
dwarf_transform_to_disk_form,3,"transform DWARF information into byte streams"
evbuffer_cb_info,3,"Structure passed to an evbuffer_cb_func evbuffer callback."
strrchr,3,"locate character in string"
refuse,3,"Re-implementation of a file system in userspace system"
SSL_CTX_set_client_CA_list,3,"set list of CAs sent to the client when requesting a client certificate"
ptsname,3,"get the pathname of the slave pseudo-terminal device"
reallocarr,3,"reallocate array"
RSA_private_encrypt,3,"low level signature operations"
strxfrm,3,"transform a string under locale"
X509_STORE_CTX_set_verify_cb,3,"set verification callback"
pcap_can_set_rfmon,3,"check whether monitor mode can be set for a not-yet-activated capture handle"
pcap_lookupdev,3,"find the default device on which to capture"
openpam_set_option,3,"sets the value of a module option"
ldap_first_message,3,"Stepping through messages in a result chain"
lh_new,3,"dynamic hash table"
krb5_generate_random_block,3,"Kerberos 5 random functions"
rpc,3,"library routines for remote procedure calls"
isalpha,3,"character classification and mapping functions"
ossaudio,3,"OSS audio emulation"
round,3,"round to nearest integral value"
closefrom,3,"delete many descriptors"
BN_mod_mul_reciprocal,3,"modular multiplication using reciprocal"
dwarf_add_typename,3,"add information about a user-defined type to a DWARF producer instance"
isxdigit,3,"hexadecimal-digit character test"
ldap_first_attribute,3,"step through LDAP entry attributes"
curses_standout,3,"curses standout attribute manipulation routines"
evutil,3,"Common convenience functions for cross-platform portability and related socket manipulations."
trunc,3,"nearest integral value with magnitude less than or equal to |x|"
SSL_connect,3,"initiate the TLS/SSL handshake with an TLS/SSL server"
wcstombs,3,"converts a wide-character string to a multibyte character string"
getbyteorder,3,"get the current byte order"
puffs_framebuf,3,"buffering and event handling for networked file systems"
sigsetjmp,3,"non-local jumps"
pcap_setnonblock,3,"set or get the state of non-blocking mode on a capture device"
SSL_alert_type_string,3,"get textual description of alert information"
memmem,3,"locate substring in byte string"
x509,3,"X.509 certificate handling"
BIO_s_accept,3,"accept BIO"
catan,3,"complex arc tangent functions"
pam_set_item,3,"set authentication information"
menus,3,"menu library"
tcgetsid,3,"get session ID associated with a controlling terminal"
dwarf_get_arange_info,3,"extract address range information from a descriptor"
pam_prompt,3,"call the conversation function"
OPENSSL_Applink,3,"glue between OpenSSL BIO and Win32 compiler run-time"
isinff,3,"test for infinity or not-a-number"
gelf_getrela,3,"read and update ELF relocation entries with addends"
dwarf_add_AT_location_expr,3,"create an attribute descriptor for a location expression"
logb,3,"IEEE test functions"
aio,3,"asynchronous I/O (REALTIME)"
ilog2,3,"integer logarithm"
feclearexcept,3,"floating-point exception flag manipulation"
mq_unlink,3,"remove a message queue (REALTIME)"
sigvec,3,"software signal facilities"
strptime,3,"converts a character string to a time value"
nice,3,"set program scheduling priority"
islower,3,"lower-case character test"
BN_set_bit,3,"bit operations on BIGNUMs"
BN_new,3,"allocate and free BIGNUMs"
PEM,3,"PEM routines"
dwarf_get_fde_info_for_reg3,3,"retrieve register rule"
pam_info,3,"display an information message"
prop_array_send_syscall,3,"send and receive property lists to and from the kernel using syscalls"
isprint,3,"printing character test (space character inclusive)"
SSL_CTX_new,3,"create a new SSL_CTX object as framework for TLS/SSL enabled functions"
pthread_attr_getdetachstate,3,"get and set the detach state attribute"
memcpy,3,"copy byte string"
elf_next,3,"provide sequential access to the next archive member"
ASN1_STRING_dup,3,"ASN1_STRING utility functions"
hypot,3,"Euclidean distance and complex absolute value functions"
cimag,3,"complex imaginary functions"
dwarf_add_frame_cie,3,"add a call frame common information entry to a DWARF producer instance"
evbuffer_compat,3,"Obsolete and deprecated versions of the functions in buffer.h: provided only for backward compatibility."
openpam_free_data,3,"generic cleanup function"
pam_setenv,3,"mirrors setenv(3)"
SSL_read,3,"read bytes from a TLS/SSL connection."
ERR_load_crypto_strings,3,"load and free error strings"
iswctype,3,"test a character for character class identifier"
krb5_timeofday,3,"Kerberos 5 time handling functions"
item_value,3,"get or set value for an item"
bindresvport,3,"bind a socket to a reserved privileged IP port"
RAND_egd,3,"query entropy gathering daemon"
dwarf_add_expr_gen,3,"add an operator to a location expression descriptor"
EVP_BytesToKey,3,"password based encryption routine"
dwarf_formblock,3,"return the value of a BLOCK attribute"
sysconf,3,"get configurable system variables"
gelf_getclass,3,"retrieve the class of an ELF descriptor"
bitops,3,"functions related to bits and integers"
dwarf_get_ranges,3,"retrieve non-contiguous address ranges"
dwarf_expand_frame_instructions,3,"expand frame instructions"
ftime,3,"get date and time"
clog,3,"complex natural logarithm functions"
strlcpy,3,"size-bounded string copying and concatenation"
pthread_sigmask,3,"examine and/or change a thread's signal mask"
X509_VERIFY_PARAM_set_flags,3,"X509 verification parameters"
moncontrol,3,"control execution profile"
SSL_CTX_set_msg_callback,3,"install callback for observing protocol messages"
pcap_breakloop,3,"force a pcap_dispatch() or pcap_loop() call to return"
mq_receive,3,"receive a message from a message queue (REALTIME)"
stringlist,3,"stringlist manipulation functions"
pam_start,3,"initiate a PAM transaction"
dwarf_add_die_to_debug,3,"set the root debugging information entry"
system,3,"pass a command to the shell"
dwarf_add_fde_inst,3,"add a call frame instruction to a DWARF frame descriptor"
elf_fill,3,"set fill byte for inter-section padding"
ttyname,3,"get name of associated terminal (tty) from file descriptor"
util,3,"system utilities library"
bzero,3,"write zeroes to a byte string"
RC4_set_key,3,"RC4 encryption"
dwarf_get_abbrev_tag,3,"retrieve the tag for an abbreviation"
pidfile,3,"write a daemon pid file"
dwarf_add_expr_addr,3,"add a DW_OP_addr location expression"
BIO_f_ssl,3,"SSL BIO"
crypt,3,"password encryption"
strtoul,3,"convert a string to an unsigned long, unsigned long long, uintmax_t or uquad_t integer"
cbrt,3,"cube root and square root functions"
pam_sm_setcred,3,"service module implementation for pam_setcred"
fgetln,3,"get a line from a stream"
openpty,3,"tty utility functions"
curses_insertln,3,"curses insert single line routines"
elf_errmsg,3,"ELF library error message handling"
glob,3,"generate pathnames matching a pattern"
SSL_CTX_add_extra_chain_cert,3,"add certificate to chain"
X509_STORE_CTX_get_error,3,"get or set certificate verification status information"
DSA_set_default_method,3,"select DSA method"
pam_verror,3,"display an error message"
assert,3,"expression verification macro"
lio_listio,3,"list directed I/O (REALTIME)"
gethostid,3,"get/set unique identifier of current host"
dwarf_producer_set_isa,3,"specify the instruction set architecture for a DWARF producer instance"
kvm_getloadavg,3,"get system load averages"
stty,3,"set and get terminal state (defunct)"
bufferevent_ssl,3,"OpenSSL support for bufferevents."
catclose,3,"close message catalog"
kvm_getprocs,3,"access user process state"
SSL_CTX_flush_sessions,3,"remove expired sessions"
towlower,3,"wide character case letter conversion utilities"
cos,3,"cosine function"
bcmp,3,"string operations"
strsuftoll,3,"convert a string to a long long, with suffix parsing"
pthread_attr_init,3,"thread attribute operations"
pthread_attr_getschedparam,3,"get and set scheduling attributes"
nl_langinfo,3,"get locale information"
BIO_set_callback,3,"BIO callback functions"
qabs,3,"return the absolute value of a quad integer"
randomid,3,"provide pseudo-random data stream without repetitions"
cproj,3,"complex projection functions"
dwarf_get_address_size,3,"return the number of bytes needed to represent an address"
free_item,3,"create or delete menu item"
rbtree,3,"red-black tree"
dwarf_get_abbrev,3,"retrieve abbreviation information"
zlib,3,"general purpose compression library"
atanh,3,"inverse hyperbolic tangent function"
__builtin_constant_p,3,"GNU extension to determine compile time constants"
BIO_f_buffer,3,"buffering BIO"
pthread_getspecific,3,"thread-specific data value"
pthread,3,"POSIX Threads Library"
dwarf_errno,3,"retrieve the error number corresponding to a Dwarf_Error instance"
BN_mod_mul_montgomery,3,"Montgomery multiplication"
curses,3,"screen functions with optimal cursor motion"
BN_add_word,3,"arithmetic functions on BIGNUMs with integers"
dwarf_get_pubtypes,3,"retrieve information about user-defined types"
menu_opts,3,"get or modify options for a menu"
pcap_setdirection,3,"set the direction for which packets will be captured"
elf_getshnum,3,"return the number of sections in an ELF file"
dwarf_add_AT_string,3,"create and attach a string class attribute"
SSL_clear,3,"reset SSL object to allow another connection"
dwarf_add_arange,3,"add address range information to a DWARF producer instance"
DSA_sign,3,"DSA signatures"
pcap_inject,3,"transmit a packet"
pcap_open_offline,3,"open a saved capture file for reading"
SSL_rstate_string,3,"get textual description of state of an SSL object during read operation"
fabs,3,"floating-point absolute value function"
SSL_CTX_set_cipher_list,3,"choose list of available SSL_CIPHERs"
pcap_statustostr,3,"convert a PCAP_ERROR_ or PCAP_WARNING_ value to a string"
catopen,3,"open message catalog"
CRYPTO_THREADID_set_callback,3,"OpenSSL thread support"
aio_write,3,"asynchronous write to a file (REALTIME)"
dwarf_lineaddr,3,"retrieve information associated with a DWARF line descriptor"
proplib,3,"property container object library"
getfstypename,3,"convert a partition file system type integer to a wedge partition type name"
krb5_get_credentials,3,"get credentials from the KDC using krbtgt"
dl_iterate_phdr,3,"iterate over program headers"
fwide,3,"get/set orientation of a stream"
krb5_eai_to_heim_errno,3,"convert resolver error code to com_err error codes"
free_menu,3,"create or delete a menu"
fflush,3,"flush a stream"
index,3,"locate character in string"
elf32_getehdr,3,"retrieve the object file header"
strdup,3,"save a copy of a string"
pam_get_authtok,3,"retrieve authentication token"
memmove,3,"copy byte string"
MD4Init,3,"calculate the RSA Data Security, Inc., MD4 message digest"
cacosh,3,"complex arc hyperbolic cosine functions"
BIO_f_null,3,"null filter"
tgmath,3,"type-generic macros"
elf_kind,3,"determine ELF file type"
dwarf_add_AT_name,3,"create and attach a DW_AT_name attribute"
BIO_find_type,3,"BIO chain traversal"
memchr,3,"locate byte in byte string"
pcap_set_snaplen,3,"set the snapshot length for a not-yet-activated capture handle"
pcap_tstamp_type_val_to_name,3,"get a name or description for a time stamp type value"
pthread_setschedparam,3,"thread scheduling parameter manipulation"
krb5_rd_safe,3,"verifies authenticity of messages"
cpow,3,"complex power functions"
valloc,3,"aligned memory allocation function"
pcap_freecode,3,"free a BPF program"
setlocale,3,"natural language formatting for C"
getmode,3,"modify mode bits"
strcat,3,"concatenate strings"
pcap_offline_filter,3,"check whether a filter matches a packet"
tan,3,"tangent function"
initgroups,3,"initialize supplementary group IDs"
SMIME_write_PKCS7,3,"convert PKCS#7 structure to S/MIME format."
getlastlogx,3,"user accounting database functions"
mi_vector_hash,3,"fast 32bit hash functions"
dwarf_get_fde_info_for_cfa_regs3,3,"retrieve a CFA register rule"
blowfish,3,"Blowfish encryption"
feenableexcept,3,"floating-point exception masking"
wcrtomb,3,"converts a wide character to a multibyte character (restartable)"
tanh,3,"hyperbolic tangent function"
BN_mod_inverse,3,"compute inverse modulo n"
bcmp,3,"compare byte string"
pcap_set_datalink,3,"set the link-layer header type to be used by a capture device"
engine,3,"ENGINE cryptographic module support"
time,3,"get time of day"
dsa,3,"Digital Signature Algorithm"
krb5_creds,3,"Kerberos 5 credential handling functions"
RSA_set_default_method,3,"select RSA method"
pam_vprompt,3,"call the conversation function"
isalnum,3,"alphanumeric character test"
towctrans,3,"convert a wide character with a specified map"
atomic_swap,3,"atomic swap operations"
wcsxfrm,3,"transform a wide string under locale"
posix_spawn,3,"spawn a process"
ppath_bool,3,"boolean property path operations"
EVP_SignInit,3,"EVP signing functions"
getsubopt,3,"get sub options from an argument"
krb5_appdefault_boolean,3,"get application configuration value"
perror,3,"system error messages"
pcap_setfilter,3,"set the filter"
getopt,3,"get option character from command line argument list"
catanh,3,"complex arc hyperbolic tangent functions"
BIO_push,3,"add and remove BIOs from a chain."
SSL_CTX_set_info_callback,3,"handle information callback for SSL connections"
dwarf_start_macro_file,3,"mark the start of a source file inclusion"
dwarf_finish,3,"free resources associated with a debug descriptor"
dwarf_producer_init,3,"allocate a DWARF producer descriptor"
dwarf_lne_end_sequence,3,"set the end of instruction sequence"
insque,3,"insert/remove element from a queue"
dwarf_get_fde_info_for_all_regs,3,"retrieve register rule row"
MDC2,3,"MDC2 hash function"
pcap_open_live,3,"open a device for capturing"
elf_cntl,3,"control an elf file descriptor"
elf_getarsym,3,"retrieve the symbol table of an archive"
dwarf_formref,3,"retrieve offsets for REFERENCE class attributes"
fputws,3,"output a line of wide characters to a stream"
confstr,3,"get string-valued configurable variables"
elf32_newphdr,3,"allocate an ELF program header table"
SSL_set_shutdown,3,"manipulate shutdown state of an SSL connection"
SSL_get_ex_data_X509_STORE_CTX_idx,3,"get ex_data index to access SSL structure from X509_STORE_CTX"
event_compat,3,"Potentially non-threadsafe versions of the functions in event.h: provided only for backwards compatibility."
SSL_set_bio,3,"connect the SSL object with a BIO"
makedev,3,"device number conversion"
aio_read,3,"asynchronous read from a file (REALTIME)"
dwarf_get_globals,3,"retrieve information about global objects"
dwarf_find_macro_value_start,3,"return the address of the first byte of a macro value"
copysign,3,"functions to manipulate signs"
RSA_check_key,3,"validate private RSA keys"
strlen,3,"find length of string"
krb5_is_thread_safe,3,"is the Kerberos library compiled with multithread support"
dwarf_get_vars,3,"retrieve information about static variables"
pcap_major_version,3,"get the version number of a savefile"
ERR_get_error,3,"obtain error code and data"
signbit,3,"test sign"
pthread_atfork,3,"register handlers to be called when process forks"
asin,3,"arc sine function"
pam_error,3,"display an error message"
dwarf_srcfiles,3,"retrieve source file information"
dwarf_reset_section_bytes,3,"reset the internal state of a producer instance"
rindex,3,"locate character in string"
bufferevent,3,"An opaque type for handling buffered IO."
_DIAGASSERT,3,"expression verification macro"
elf32_newehdr,3,"retrieve or allocate the object file header"
strchr,3,"locate character in string"
dwarf_lne_set_address,3,"set the base address for line number information"
CRYPTO_set_ex_data,3,"internal application specific data functions"
X509_STORE_CTX_new,3,"X509_STORE_CTX initialisation"
evrpc_compat,3,"Deprecated versions of the functions in rpc.h: provided only for backwards compatibility."
evrpc,3,"This header files provides basic support for an RPC server and client."
gelf_getsymshndx,3,"read and update symbol information using extended section indices"
gelf_getsym,3,"read and update symbol information"
d2i_RSAPublicKey,3,"RSA public and private key encoding functions."
evthread_condition_callbacks,3,"This structure describes the interface a threading library uses for condition variables."
dwarf_get_fde_range,3,"retrieve range information from an FDE descriptor"
SSL_get_peer_certificate,3,"get the X509 certificate of the peer"
dwarf_add_pubname,3,"add information about a global object to a DWARF producer instance"
field_buffer,3,"form library"
shquote,3,"quote argument strings for use with the shell"
ASN1_STRING_new,3,"ASN1_STRING allocation functions"
posix_spawnattr_getschedpolicy,3,"get and set the spawn-schedpolicy attribute of a spawn attributes object"
ASN1_generate_nconf,3,"ASN1 generation functions"
SSL_CTX_set_quiet_shutdown,3,"manipulate shutdown behaviour"
SSL_CTX_free,3,"free an allocated SSL_CTX object"
backtrace,3,"fill in the backtrace of the currently executing thread"
cdefs,3,"common definitions and macros"
MD2Init,3,"calculate the RSA Data Security, Inc., MD2 message digest"
SSL_CTX_set_ssl_version,3,"choose a new TLS/SSL method"
dwarf_attrval_flag,3,"retrieve the value of an attribute within a DWARF debugging information entry"
dwarf_get_fde_instr_bytes,3,"retrieve instructions from FDE descritpor"
getdiskbyname,3,"get generic disk description by its name"
ipsec_set_policy,3,"manipulate IPsec policy specification structure from human-readable policy string"
field_count,3,"form library"
DSA_do_sign,3,"raw DSA signature operations"
sysctl,3,"get or set system information"
SSL_accept,3,"wait for a TLS/SSL client to initiate a TLS/SSL handshake"
dwarf_whatattr,3,"retrieve the attribute code for a DWARF attribute"
isblank,3,"blank-space character test"
catgets,3,"retrieve string from message catalog"
dwarf_new_die,3,"allocate a new debugging information entry"
libnetpgpverify,3,"library to verify digital signatures"
SSL_get_SSL_CTX,3,"get the SSL_CTX from which an SSL is created"
item_count,3,"attach items to menus or check correspondences"
dwarf_get_types,3,"retrieve information about user-defined types"
cabs,3,"return a complex absolute value"
BIO_s_null,3,"null data sink"
curses_deleteln,3,"curses delete single line routines"
krb5_krbhst_init,3,"lookup Kerberos KDC hosts"
stddef,3,"standard type definitions"
htonl,3,"convert values between host and network byte order"
openpam_ttyconv,3,"simple tty-based conversation function"
ctanh,3,"complex hyperbolic tangent functions"
d2i_X509_CRL,3,"PKCS#10 certificate request functions."
openpam_readword,3,"read a word from a file, respecting shell quoting rules"
pw_lock,3,"passwd file update functions"
fmemopen,3,"open a stream that points to the given buffer"
strtol,3,"convert string value to a long, long long, intmax_t or quad_t integer"
conj,3,"complex conjugate functions"
elf32_getshdr,3,"retrieve the class-dependent section header"
abort,3,"cause abnormal program termination"
dwarf_add_AT_producer,3,"create and attach a DW_AT_producer attribute"
memset,3,"write a byte to byte string"
BIO_f_cipher,3,"cipher BIO filter"
dwarf_get_abbrev_children_flag,3,"return a flag indicating the presence of children"
BUF_MEM_new,3,"simple character arrays structure"
fmtmsg,3,"format and display a message"
PKCS12_create,3,"create a PKCS#12 structure"
abs,3,"functions for integer absolute value"
dwarf_undef_macro,3,"record the removal of a macro definition"
krb5_verify_init_creds_opt_init,3,"verifies a credential cache is correct by using a local keytab"
wscanf,3,"wide character input format conversion"
evdns_compat,3,"Potentially non-threadsafe versions of the functions in dns.h: provided only for backwards compatibility."
param,3,"common parameters"
clearerr,3,"check and reset stream status"
ldap_init,3,"Initialize the LDAP library and open a connection to an LDAP server"
dwarf_formsig8,3,"return the 64-bit type signature for a DWARF type"
iso646,3,"alternative operator spellings"
DES_random_key,3,"DES encryption"
prop_bool,3,"boolean value property object"
stdarg,3,"variable argument lists"
getifaddrs,3,"get interface addresses"
openpam_readline,3,"read a line from a file"
pthread_cond,3,"condition variable interface"
curses_insert,3,"curses insert characters routines"
RIPEMD160,3,"RIPEMD-160 hash function"
dwarf_add_AT_signed_const,3,"create and attach constant class attributes"
snprintb,3,"bitmask output conversion"
ftok,3,"create IPC identifier from path name"
ctan,3,"complex tangent functions"
alloca,3,"memory allocator"
aio_suspend,3,"suspend until asynchronous I/O operations or timeout complete (REALTIME)"
SSL_session_reused,3,"query whether a reused session was negotiated during handshake"
sem_wait,3,"decrement (lock) a semaphore"
fopen,3,"stream open functions"
radixsort,3,"radix sort"
ldap_add_ext,3,"Perform an LDAP add operation"
casinh,3,"complex arc hyperbolic sine functions"
puffs_cred,3,"puffs credential and access control routines"
__builtin_return_address,3,"the return address of a function"
SSL_CTX_set_generate_session_id,3,"manipulate generation of SSL session IDs (server only)"
SSL_CTX_set_options,3,"manipulate SSL options"
dwarf_def_macro,3,"add a macro definition to a DWARF producer instance"
SSL_pending,3,"obtain number of readable bytes buffered in an SSL object"
mktemp,3,"make unique temporary file or directory name"
acosh,3,"inverse hyperbolic cosine function"
gai_strerror,3,"get error message string from EAI_xxx error code"
hash,3,"hash database access method"
ctermid,3,"generate terminal pathname"
open_memstream,3,"dynamic memory buffer stream open functions"
pcap_set_promisc,3,"set promiscuous mode for a not-yet-activated capture handle"
link_addr,3,"elementary address specification routines for link level access"
tsearch,3,"manipulate binary search trees"
libarchive,3,"functions for reading and writing streaming archives"
menu_format,3,"get or set number of rows and columns of items"
inet6_option_space,3,"IPv6 Hop-by-Hop and Destination Options manipulation"
post_form,3,"form library"
pcap_set_immediate_mode,3,"set immediate mode for a not-yet-activated capture handle"
ffs32,3,"find first or last bit set"
getfsent,3,"get file system descriptor file entry"
sockaddr_snprintf,3,"formatting function for socket address structures"
elf_strptr,3,"retrieve a string pointer in a string table"
dwarf_add_frame_fde,3,"add a call frame descriptor to a DWARF producer instance"
sigevent,3,"signal event structure"
ssp,3,"bounds checked libc functions"
ber_memalloc,3,"OpenLDAP LBER memory allocators"
random,3,"better random number generator; routines for changing generators"
pthread_attr_getname_np,3,"get and set descriptive name of an attribute"
getdevmajor,3,"get block or character device major number"
execl,3,"execute a file"
ttyaction,3,"ttyaction utility function"
getmntinfo,3,"get information about mounted file systems"
wctob,3,"convert a wide character to a single byte character"
cacos,3,"complex arc cosine functions"
gelf_fsize,3,"return the size of a file type"
fread,3,"binary stream input/output"
pthread_attr_getscope,3,"get and set the contention scope attribute"
^evdeprecated,3,"Deprecated List Global evbuffer_readline (struct evbuffer *buffer) 1c This function is deprecated because its behavior is not correct for almost any protocol, and also because it's wholly subsumed by evbuffer_readln(). Global evbuffer_setcb (struct evbuffer *buffer, evbuffer_cb cb, void *cbarg) 1c This function is deprecated because it clears all previous callbacks set on the evbuffer, which can cause confusing behavior if multiple parts of the code all want to add their own callbacks on a buffer. Instead, use evbuffer_add(), evbuffer_del(), and evbuffer_setflags() to manage your own evbuffer callbacks without interfering with callbacks set by others. Global evdns_add_server_port (evutil_socket_t socket, int flags, evdns_request_callback_fn_type callback, void *user_data) 1c This function is deprecated because it does not allow the caller to specify which even_base it uses. The recommended function is evdns_add_server_port_with_base(). Global evdns_clear_nameservers_and_suspend (void) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_clear_nameservers_and_suspend(). Global evdns_count_nameservers (void) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_count_nameservers(). Global evdns_get_global_base (void) 1c This function is deprecated because use of the global evdns_base is error-prone. Global evdns_init (void) 1c This function is deprecated because it always uses the current event base, and is easily confused by multiple calls to event_init(), and so is not safe for multithreaded use. Additionally, it allocates a global structure that only one thread can use. The replacement is evdns_base_new(). Global evdns_nameserver_add (unsigned long int address) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_nameserver_add(). Global evdns_nameserver_ip_add (const char *ip_as_string) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_nameserver_ip_add(). Global evdns_resolv_conf_parse (int flags, const char *const filename) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_resolv_conf_parse(). Global evdns_resolve_ipv4 (const char *name, int flags, evdns_callback_type callback, void *ptr) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_resolve_ipv4(). Global evdns_resolve_reverse (const struct in_addr *in, int flags, evdns_callback_type callback, void *ptr) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_resolve_reverse(). Global evdns_resolve_reverse_ipv6 (const struct in6_addr *in, int flags, evdns_callback_type callback, void *ptr) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_resolve_reverse_ipv6(). Global evdns_resume (void) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_resume(). Global evdns_search_add (const char *domain) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_search_add(). Global evdns_search_clear (void) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_search_clear(). Global evdns_search_ndots_set (const int ndots) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_search_ndots_set(). Global evdns_set_option (const char *option, const char *val, int flags) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_set_option(). Global evdns_shutdown (int fail_requests) 1c This function is deprecated because it does not allow the caller to specify which evdns_base it applies to. The recommended function is evdns_base_shutdown(). File event_compat.h  1c All functions in this file are by definition deprecated. Global event_dispatch (void) 1c This function is deprecated because it is easily confused by multiple calls to event_init(), and because it is not safe for multithreaded use. The replacement is event_base_dispatch(). Global event_get_method (void) 1c This function is obsolete, and has been replaced by event_base_get_method(). Its use is deprecated because it relies on the 'current' base configured by event_init(). Global event_init (void) 1c This function is deprecated because it replaces the 'current' event_base, and is totally unsafe for multithreaded use. The replacement is event_base_new(). Global event_loop (int) 1c This function is deprecated because it uses the event base from the last call to event_init, and is therefore not safe for multithreaded use. The replacement is event_base_loop(). Global event_loopbreak (void) 1c This function is deprecated because it uses the event base from the last call to event_init, and is therefore not safe for multithreaded use. The replacement is event_base_loopbreak(). Global event_loopexit (const struct timeval *) 1c This function is deprecated because it uses the event base from the last call to event_init, and is therefore not safe for multithreaded use. The replacement is event_base_loopexit(). Global event_once (evutil_socket_t, short, void(*)(evutil_socket_t, short, void *), void *, const struct timeval *) 1c This function is obsolete, and has been replaced by event_base_once(). Its use is deprecated because it relies on the 'current' base configured by event_init(). Global event_priority_init (int) 1c This function is deprecated because it is easily confused by multiple calls to event_init(), and because it is not safe for multithreaded use. The replacement is event_base_priority_init(). Global event_set (struct event *, evutil_socket_t, short, void(*)(evutil_socket_t, short, void *), void *) 1c event_set() is not recommended for new code, because it requires a subsequent call to event_base_set() to be safe under most circumstances. Use event_assign() or event_new() instead. Global evhttp_connection_new (const char *address, unsigned short port) 1c It does not allow an event base to be specified Global evhttp_connection_set_base (struct evhttp_connection *evcon, struct event_base *base) 1c XXXX Why? Global evhttp_decode_uri (const char *uri) 1c This function is deprecated; you probably want to use evhttp_get_decoded_uri instead. Global evhttp_parse_query (const char *uri, struct evkeyvalq *headers) 1c This function is deprecated as of Libevent 2.0.9. Use evhttp_uri_parse and evhttp_parse_query_str instead. Global evhttp_start (const char *address, unsigned short port) 1c It does not allow an event base to be specified Module Misnamed functions  1c These macros are deprecated because their names don't follow Libevent's naming conventions. Use evtag_encode_int and evtag_encode_int64 instead. Module signal_* macros  1c These macros are deprecated because their naming is inconsistent with the rest of Libevent. Use the evsignal_* macros instead. Module timeout_* macros  1c These macros are deprecated because their naming is inconsistent with the rest of Libevent. Use the evtimer_* macros instead."
strcasecmp,3,"compare strings, ignoring case"
getgrouplist,3,"calculate group access list"
pam_getenvlist,3,"returns a list of all the PAM environment variables"
pcap_list_tstamp_types,3,"get a list of time stamp types supported by a capture device, and free that list"
kvm_geterr,3,"get error message on kvm descriptor"
item_init,3,"get or set handler functions for menu post/unpost or item change"
curses_refresh,3,"curses terminal update routines"
pthread_spin,3,"spin lock interface"
BIO_s_fd,3,"file descriptor BIO"
isinf,3,"test for infinity"
getpass,3,"get a password"
dwarf_get_arange_cu_header_offset,3,"retrieve compilation unit offsets"
dlopen,3,"dynamic link interface"
dbopen,3,"database access methods"
pow,3,"power functions"
dwarf_srclines,3,"retrieve line number information for a debugging information entry"
dwarf_formflag,3,"return the value of a BOOLEAN class attribute"
times,3,"process times"
tcsendbreak,3,"line control functions"
dwarf_new_expr,3,"create a location expression descriptor"
ldap_parse_reference,3,"Extract referrals and controls from a reference message"
getopt_long,3,"get long options from command line argument list"
ldap_compare,3,"Perform an LDAP compare operation."
getmaxpartitions,3,"get the maximum number of partitions allowed per disk"
fdim,3,"positive difference functions"
pidlock,3,"locks based on files containing PIDs"
dwarf_get_loclist_entry,3,"retrieve DWARF location list entry"
memcmp,3,"compare byte string"
rpc_clnt_calls,3,"library routines for client side calls"
prop_ingest_context_alloc,3,"Ingest a dictionary into an arbitrary binary format"
isnormal,3,"test for normal value"
getservent,3,"get service entry"
kvm_dump_mkheader,3,"crash dump support functions"
auth_destroy,3,"library routines for client side remote procedure call authentication"
pthread_create,3,"create a new thread"
RAND_load_file,3,"PRNG seed file"
nextafter,3,"next representable floating-point number"
RMD160Init,3,"calculate the ``RIPEMD-160'' message digest"
atomic_dec,3,"atomic decrement operations"
SSL_get_default_timeout,3,"get default session timeout value"
DSA_new,3,"allocate and free DSA objects"
inet6_rthdr_space,3,"IPv6 Routing Header Options manipulation"
